"docID","text","label"
1267428885081108480,"disappointed exo ls lay hasnt exo years didnt stop",0
1267988350666858496,"watch live prime minister justin trudeau addresses canadians covid situation rideau cottage ottawa htt",0
1267986954316132352,"doctors begged curfew combat coronavirus nyc didnt protestors close trump tower",0
1267851518033698816,"zombie school lived life walker twd",0
1267612548813201408,"today sitting spirit um rainbow flags yea",0
1267495458500489216,"hurt completely agree built",0
1267307534832078848,"oer land free home brave protests",1
1267584941044445184,"lft uk euage main cypher phoenix sage raze hrs rainbow siege",0
1267869791949373440,"utter nonsense reason gov",0
1267992643285463040,"covid rages americans dead million unemployed moscowmitch pushing life",0
1267978772935892992,"premiers canadas largest provinces dont systemic racism",0
1267872715811303424,"gritty army technique",0
1267955263920680960,"happy pride month beautiful people rainbow made cute beans",0
1267556806836064256,"killing eve",0
1267991373598228480,"contradiction cognitive dissonance stupidity combination ir flag regime exe",0
1266537541685194752,"friends today cnn center standoff site graffitied sign busted windows",1
1267850806054846464,"yellow tupperware qt colander strainer guc ebay sale mtg mtga deals store",0
1266536881568636928,"revolt cnn whips leftists frenzy frenzied leftists cnn headquarters atlanta vandalizing pr",1
1267586099574120448,"unicornbeacon entropy beacon brisk black coyote bounced indifferent wolf yelped yipp bark",0
1267648721661157376,"protect church goers practices spread covid urging suspension choirs ha",0
1266537248553684992,"white supremacists direction",1
1267983331326603264,"zombie article flash bang blew soldiers hand",0
1267954395569893376,"zombie army complete",0
1267867503545536512,"chrisw cheers zombie livery",0
1267985206256054272,"covid ads blm ads gay pride ads span fucking days blacklivesmattter covid pride",0
1268004171334275072,"breathe breathe columbus circle manhattan nycprotests nyc icantbreathe blacklivesmattter trumpd",1
1267403306172743680,"congrats unicorn queen deserve fame",0
1268017311539015680,"fuck sacramento police fuck sacramento police fuck sacramento police fuck sacramento police fuck sacramento police fuck sacra",1
1267899595750879232,"zombie actors learn walk easy steps guy brain switch",0
1267553657320624128,"ready",0
1267537994673725440,"job grade teachers petersburg youre interested",0
1267823803398144000,"disciple violentviolet bandit",0
1267505439060549632,"time change gears switch back digital paints moment im working bucket game studio",0
1267586042321928192,"apparently clash glitch back rainbow video fucking rework ability",0
1267957394480541696,"fuck zuck",0
1267644259030593536,"covid patient success stories mds nurses pts pts excluded hr",0
1267491756469149696,"larrykrasner",0
1267308775746285568,"call people color religion nationality matter speak everyday",1
1268016975223099392,"black community dismantle problem didnt create james corden blacklivesmatter",1
1268016746348322816,"major step support blacklivesmatter innocent killed abused policebrutality",1
1267932303436779520,"driguez ive bumped daybreak netflix fun post apocalyptic zombie program expected",0
1267882936562593792,"pair",0
1267518477285408768,"proud student place nationwide monologue competition piece entitled zombie apocalypse wow",0
1267625995412135936,"im watching news ill rock painted rainbow",0
1267516250965413888,"watch zombie shotgun tubi tonight horror supportindiefilm character hank",0
1267792964291399680,"kerala hooligan fed pregnant female elephant pineapple filled firecrackers poor animal suffered",0
1267304694000619520,"today part million dollar budget compared housing tear gas",1
1266060087841435648,"mtg ikoria lair behemoths land cycle set total years cards core art style",0
1267607386056884224,"yess worth zombie tubera love binjin",0
1267634860744560640,"rainbow color popular year",0
1267300206523056128,"bunkerboy scaaaaared",1
1267304192370065408,"situation stand silently matter situa",1
1267627438458179584,"beautiful rainbow day pride month texas pridemonth",0
1267561731678564352,"floating im slowly listbeen stress",0
1266536933993439232,"olsson discovered truth",1
1267510760982360064,"president trump berated governors mayors handling protests calling fools",0
1267575906307944448,"dve impressed theyd start arresting colleagues yeah total unicorn fantasy land",0
1267309124590559232,"trump supportersmaga protecting target store looters ove",1
1267488861422264320,"trading mega unicorn neon giraffe adoptmetrades",0
1267919950166913024,"cute news update tiny art pal making living california moves couple",0
1266536408120012800,"americans killed coronavirus trump basically surrendering waving white flag giving comba",1
1267992874194518016,"zombie barn burned kz peak form",0
1267825172364460032,"iv finished unicorn ill rocket",0
1267293710959685632,"anonymus anonymous antifa protests protests policeviolence policebrutalitypandemic police shooting unarmed",1
1267747912152420352,"stay strong babe",0
1267933673019641856,"matter miserable feel makes hope humanity",0
1267996781339697152,"rainbow",0
1267449967301574656,"asmr talking drawing unicorn asmr video junicorn",0
1267309199337414656,"live rolandmartinunfiltered tonight special sunday broadcast becau",1
1267594102478159872,"starlight rainbow make great birthday present rainbow bestie",0
1267776965790109696,"",0
1267595311020728320,"winged unicorn fairy head heels royale high royalehigh adoptme royalehightradings adoptmetrade",0
1267990014039736320,"join thursday june webinar discuss report register",0
1267543584095506432,"thing helped radicalize reading bunch joseph wambaugh books abt cops racist beatingcheating",0
1267648698030395392,"sms great tool digital payments digitalmarketing smsmarketing",0
1267944758338564096,"people awful feeling pit stomach world",0
1267618240274075648,"arrived shone rainbow flew heaven face turned red red sa",0
1267646535409569792,"fight relief funds healthcare infrastructure covid",0
1267644382255165440,"asked report italy suggesting covid losing potency war",0
1267628870804451328,"cruelitiesongodkabir cruelities god kabir basic education department government class",0
1267291694145376256,"georgesoros built antifa hitlers brownshirts model forget soros collaborated",1
1267708434390159360,"unicorn wow wow",0
1267961090367008768,"drew made emotional unicorn store movies",0
1267299297944408064,"images bunker riots bunkerboy",1
1268007533341523968,"manhattan bridge people nyc nycprotests blacklivesmatter",1
1267608741156999168,"cops unloading bricks back truck maby",0
1267498219602395136,"spook friends moving eyes zombie tshirt",0
1267919173298118656,"kumar krishnan counter mindless zombie bhakts",0
1267632718340210688,"episcopal bishop outraged trump tear gassed protesters church prop",0
1267651246204153856,"coronavirus stay inside made freaking looooove stayinside cor",0
1267499998461276160,"schnauzer rocky train bassn korean zombie movie",0
1267851082849349632,"itll test power forgiveness limit churches open door forgiven zombie goons",0
1267609362047971328,"show true colors fight justice blacklivesmatter blacklivesmatternl blm pride animation",0
1267497665895358464,"ive point dont care anymore im sick word love scam fuckkkkkkk",0
1267920925053407232,"zombie slik",0
1267508429679202304,"sinister parlour podcast hosted feat artist special guest",0
1267304140922736640,"bunker bunkerboy",1
1267647268154306560,"hu weifeng wuhan doctor ailing covid passed tue months treatment media report",0
1267623081444425728,"added rainbow circle endie",0
1267482333571166208,"nun vagina isnt thing baby spen",0
1267566582127120384,"grav love movie",0
1267900697292402688,"train zombie apocalypse",0
1267296704665202688,"fake president aka bunkerboy aka cowardlyconald aka diaperdon safe place white house bunker rumor",1
1267941562660671488,"white washed hispanics support trump wanna privileged bad bitch dont lmao",0
1267298225519833088,"antifa organization full larpers",1
1267962544490233856,"hoshi rainbow",0
1267304190637862912,"mentions dont compare india agree theyve worst racism problem including bigote",1
1267986545753153536,"world medicalresearch medicine long covid shaking boots",0
1267999341899395072,"painting",0
1267918167994773504,"learning copy sharing",0
1266536759577448448,"yall give damn raise woman risking life report news",1
1267918954158329856,"depends zombie apocalypse twd type zombies survive las",0
1267283818316206080,"classifying antifa terrorist association small",1
1267886444078608384,"hes faking",0
1267944110033235968,"casper geez start flag debate thin blue line flag",0
1266536274787254272,"people misunderstood protesters im sees asme violence",1
1267303877956624384,"idk hasnt blacklivesmatter",1
1267982335707877376,"news alert socio economic impact covid latin america caribbean leave million people sever",0
1267629454731313152,"put lil rainbow bio guess makes qualified",0
1267547663580508160,"reminds zombie movie years ago people ingrained habit shopping",0
1267981211995115520,"sii seungcheol leader soonyoung radiant minghao gorgeous seungkwan galaxy hoshi rainbow",0
1267534473727545344,"alleged facts case outrageous believeand district court granted qualified immunity",0
1267286706568470528,"girl contend antifa lone group blm message protesting peace",1
1267309295567323136,"nailed bad apples great murder jobs bad applesiknowthismuch",1
1268016297951916032,"criminal zionists protesting support blacklivesmatter occupied tel aviv make anythi",1
1266633663401222144,"triggers kaboom mtg magicthegathering",0
1267994164181917696,"rainbow long live rock roll nowplaying",0
1267596610919260160,"fluro zombie machete youll freedom",0
1267656452321218560,"cowardofthecottage spent months hiding house covid",0
1267840967673032704,"protesting illegal stop watching mainstream media peaceful",0
1265825310789885952,"live minutes wednesday means time brawling arena",0
1267944559629271040,"zombie apocalypse lot white kids latest trend mindless imb",0
1267493412355350528,"kwanza weve music fangirl talk eh",0
1267426899963203584,"understand government protocols ban jeepneys tricycles replicate services govern",0
1267653637339316224,"retailers tough reopening covid whats looting ridiculous nytough retail",0
1267956386245283840,"christians pushed back companys rainbow matters pride slogan noting",0
1267863919172956160,"haha funny",0
1266536263529762816,"cnn reporters breed",1
1267305016693370880,"update im free readings black people limit restrictions questions pleas",1
1267803832098013184,"im press im press im press im des moines register repeating move",0
1267877472361754624,"dreamers garden state",0
1267291139134103552,"back basics antifa organization antifa fascism white supremacy designating",1
1267960127975497728,"hoshi rainbow hoshi red hair chenle rainbow taeyong regular salen pasear con chenle precious chenle happiness",0
1267900858425118720,"binged watch seasons kingdom decent korean zombie drama kick ass st season medicore season",0
1267652341404229632,"jogo authorities warned cafes inspected make large groups congregate mat",0
1267443306390269952,"twerkin hear",0
1267581590055424000,"bracelet necklace",0
1267298806510555136,"bunkerboy remember made fun osama bin laden hiding cave",1
1267852767168729088,"gained movement ive learning amazing birds beautiful places",0
1266536573149069312,"jim acosta trumps press secretary told whopper",1
1267589535837413376,"rainbow quotes thread",0
1267924675163836416,"couldnt change content amit shah article conveyed opinion headline graphics white",0
1267869596029083648,"zombie smileget microscope",0
1267950174535442432,"chose audre lorde voice head heres black unicorn toptweettuesday",0
1267983089785077760,"slept show shit pure shakespeare covid mumbai gainszn",0
1267939222377213952,"rainbow nice",0
1267609395736702976,"morgan silver dollar ngc ms attractive rainbow toning",0
1268017254194712576,"long black people suffered im st lucia im frustrated teammate",1
1267304168223641600,"youre protesting wear masks corona alive blacklivesmatter",1
1267302206803374080,"mhallockgma bone spurs acting bunkerboy",1
1267603119598419968,"wait corporations shift marketing campaigns hypocritical protest support hypocritical rainbow capitalism",0
1265471685081223168,"finishing thesis fell maysketchaday mtg studies heres number featuring su",0
1267309952797999104,"face amused",1
1266536573530759168,"time fox news buddies skip cnn",1
1267802623354298368,"dont ass sleep imma zombie",0
1267304625889214464,"maya hawke instagram blacklivesmatter",1
1267304675247894528,"dont exist sunken place dont afraid dont feel tha",1
1267938203648040960,"aint rainbow tho gotta ya ps play",0
1267659804882993152,"robert insightful discussion",0
1267858627722969088,"young whats favorite days song joochan zombie flowing wind hurt road afr",0
1267923418466394112,"god lets ahead separate unicorn politics",0
1267559807994585088,"rob zombie voice welllll frankenstein motherfucker raggedy ann churcabra hotrod invisible man grindhouse mama lama",0
1267491187616866304,"jamie dimon explained zombie banker billionaire",0
1267833223775752192,"blackoutuesday xoxo mr zombie high xoxo xoxo xoxo",0
1266537344833925120,"aaja condemns arrest crew covering georgefloyd protests mn stand solidarity support fello",1
1267506762963443712,"xxlemonxx ill trade fr full grown turtle ur ride evil unicorn",0
1267624387093635072,"survivor episode angel ramon wolfpackauthors teen youngadult",0
1267309702381215744,"protests jersey",1
1267933922127515648,"customs open dab tools rainbow dab pick gold dab picks silver dab picks availab",0
1267304303573811200,"vidasnegrasimportam blacklivesmatter blacklivesmatters",1
1267955776771014656,"bluegreen gay man flags nds design talking lesbian thei",0
1267899722469003264,"stop bm things clout hes talking important thing hes plata",0
1267853250725806080,"magical unicorn transported pallets bricks magically yup coincidence",0
1267642226709946368,"wuhan chinas hubei province invites graduates city covid city held job fair mon",0
1265045054932037632,"heres schedule summers superdrop series great artwork mixed choosing",0
1267994088332234752,"dont im disrespectful disrespectful",0
1267555296358141952,"sincerely doubt ittheir tire cover thing zombie outbreak response team",0
1267615685338783744,"youre preciously precious universe honey life hard tiring",0
1267543873859006464,"explain shit thought riots swear sounds zom",0
1267860323224162304,"devour billbug world ignores zombie culture",0
1267655414839218176,"delivered field hospital king salmon alaska today part covid preparedness watch",0
1267580319768739840,"ke zombie media performance steroids weak weak lack performance de",0
1267926078129045504,"unicorn change turn democrat polit",0
1267991005120180224,"episode isn global kidney care podcast gkcp join doctor sumit mohan doctor raghu durvas",0
1266536270039318528,"cnn hq",1
1267812723317854208,"stopped questioned coz yer fit vague description im resident small rural town",0
1267296286476124160,"trump bunkerbitch bunkerdon bunkerboy bunkertrump bunkerbaby fakepresident barr hitler",1
1267292369126391808,"finally patriots taking radical leftist antifa bravo",1
1267952528488050688,"rainbow rangers lmfao",0
1267942900291309568,"jaribel looting rainbow fordham ya sundresss",0
1267994434370768896,"blm political politics controversial peoples lives",0
1267793012790374400,"esq started title damn minute joke ngl",0
1267305059785662464,"disagree things simmering voices heard blacklivesmatter",1
1267420621836709888,"rblx nfr golden rat nfr unicorn",0
1267633452335194112,"dear military oath swore blindly obey president united states oath swore",0
1267297879753965568,"hes bunker bunkerboy",1
1267629447198343168,"girlietv found amazon sooo scared wouldnt fit",0
1267304134866321408,"reprehensible acts murder brutality police officers including occurring",1
1267857229501411328,"people dont learn",0
1267873897912971264,"join supporting split donation community bail funds",0
1268016806289162240,"curious ashevilleprotest tonight pallets bricks spotted",1
1267984510588764160,"mexican health authorities reported tuesday record daily covid cases deaths",0
1266536768670580736,"cnn fact check wtg mister president",1
1267297599071141888,"antifa anti fascist north korea democratic peoples republic korea",1
1267290099135414272,"trumps designate antifa terrorist group wing extremists vi",1
1266536281523265536,"masks demonstrating bc youre mad doesnt youre stupid",1
1267983665566449664,"free online contact counts contact tracing public health professionals",0
1267544378970648576,"fat kung fu unicorn design games",0
1267756630948675584,"meryl flip side unicorn",0
1267298749929476096,"cry night thinking young man dead great uncle andy currie shot holland field fightin",1
1267637202655145984,"reynolds mixtape",0
1267305091930841088,"obby kogoya repeatedly shouting delivering food west papuan friends inside dorm",1
1267303963759644672,"retweet reply blacklivesmatter tag people",1
1267289584863494144,"antifa account terminated declared terrorist organization police",1
1267645821484363776,"face coverings important protect covid wear",0
1267524988648767488,"unicorn blue raspberry milkshake",0
1267453267073617920,"change overdue",0
1266536939664093184,"watched cnn im disgusted",1
1267992207669280768,"podcast logistics manufacturing covid vaccine coronavirus covid covid",0
1267990326834323456,"year end sense mourning lost video conferences online lessons",0
1267984427830968320,"attn pa businesses reopened person operations printed signed posted covid saf",0
1267652280054153216,"learn humanitarian insights futureofaid scenarios walking tightrope controlling",0
1268003731448233984,"looting automatic year jail fast stop nycprotests",1
1267307703027843072,"hide fucking boys back home cashapp jonnysobravo heres link",1
1267952994575941632,"yall laughing rainbow fashion nova vendors stop classist bullshit",0
1268016335411458048,"blacklivesmatter",1
1267643987722149888,"energyindustry emerges covid crisis iea expect",0
1267998069280432128,"events yesterday resulted people turning dc tonight",0
1267985491367874560,"utc ca pride online hamilton quietly raises rainbow transgender pride flags lgbtq adv",0
1267309454288183296,"consequence actions past damage gonna return favo",1
1267643855341531136,"covid kills im surgeon save viruscorona covid",0
1267634367456784384,"riot language unheard martin luther king junior",0
1267619987730071552,"mayores exo rainbow",0
1267649116257034240,"mayor belladere confinement border town nightclubs including",0
1267648630628012032,"time find ounce democratic principles pull",0
1266537505790148608,"singer harry styles joins personalities calling justiceforgeorgefloyd protests erupt mul",1
1267308127419944960,"protests",1
1267406713684209664,"narrows field misogynist racist unicorn",0
1266537341595811840,"amount loop holes exist judicial system degree murder",1
1268005889048563712,"donlemon smugly laughing nyc police instructing cnn reporters move back hes arrogant ass anti police",1
1267878542190272512,"gritty zombies eat people dude",0
1267852361977995264,"factual information mirror",0
1267297730122170368,"whadaya bunkerboy",1
1267649340861890560,"grim landmark infections latin america caribbean surge past million covid",0
1267633918699884544,"put rainbow ring pfp",0
1266537580646072320,"important thread foreign policy journalists country odds abc nbc cbs cnn nyt wa",1
1267951317198069760,"supcase unicorn beetle shield series case designed galaxy note built screen protector full body rugg",0
1267926807598305280,"small difference headlines didnt headline state wins praise focusing",0
1267991498286485504,"dkbs heechan freestyle danced zombie",0
1267305178417573888,"today omaha ne white man ran protest protect club destroyed shot black man",1
1267304100791758848,"brooke witnessed chaos boston sunday evening forget nig",1
1267301436758597632,"white house staffer pass bunkerboy pussy hat fake president pussypresident",1
1267934875123933184,"orainonda break heart dj louie lou bootleg dua lipa su radio rainbow italia lgbtq radio segui",0
1267975930749652992,"franklin park boston proud dont silence blacklives",0
1267975509901803520,"hoshi rainbow soonyoung radiant seventeen",0
1267939898436321280,"exols download mubeat give exo sc hearts spot left ad sechan drop",0
1267979726900965376,"rainbow flag whos lgbtq people definite sexual orientation",0
1267509647470137344,"toasted perfection",0
1267304846610366464,"talked today kids wont walk tomorrow blacklivesmatter",1
1267656909915594752,"pennsylvanians safely back activities enjoy remember long",0
1267984065875054592,"totally selfish poor neighbours putting noise impact",0
1267602354829811712,"makael rainbow soph south mountain collegephoenix az showed knack scoring added points games today",0
1267616401038049280,"theyre deputizing fucking kkk proud boys ers",0
1267660420451577856,"note plunging lows surging highs graph worldwide daily deaths covid explain",0
1267533091947544576,"sen fout",0
1267870824490385408,"youve looked cc programming youll likelyve heard pointers references",0
1266536874572746752,"america agrees things week justice served fuck cnn",1
1265400519578857472,"shuffle opponents deck competition level mtg",0
1266416834225426432,"video blue mana commander cards arent running magic gath",0
1267836466073403392,"monday night magic catharsis sorts black lives matter angry wotc",0
1267596885663064064,"maximus magenta unicorn jumped inky cliff stop dark king capturing friend percy penguin",0
1267820415415537664,"zombie buffs crow",0
1267304626581372928,"hats black female cop white cop wrong shes pissed florida vid",1
1267304450651193344,"im system failed im hear support voice matters",1
1267542084975824896,"give mega king neon owl neon crow neon evil unicorn neon gold penu noob attack sshf supe",0
1267984082723577856,"rainbow trash",0
1268017098778980352,"united stand trae tha truth orchestrates march discovery green park houstons city hall blacklivesm",1
1267491165827264512,"launching hours korea japan asia pacific hours europe turkey mena russia cis coun",0
1267626940178984960,"shorey rainbow tired",0
1267903516166758400,"heels game winged unicorn",0
1267584654774800384,"amount times ive screamed wolf zombie knocked bike days heart attack",0
1267856148989960192,"trey isnt fall line walk",0
1268017043221000192,"youre fucking sick head thinking community gave lapd bil",1
1267593457369075712,"love",0
1267552751778697216,"ban inhumane rubber bullets",0
1267887358747303936,"wks running shoes finally arrived mental days prepare",0
1267535495317327872,"dont control gun violence late millions millions amer",0
1268016600222961664,"spider man blacklivesmatter manhattan",1
1267859809329537024,"feel zombie official day dayzombie",0
1267293260562796544,"saddens belief imagine protesting injustice whilst setting fire homeless",1
1267898423908265984,"nrf evil unicorn",0
1267621786163830784,"antifa enemy entire country liberal conservative democrat socialist democrat republican libertaria",0
1267925654072328192,"suppose identify differ flood rainbow",0
1267967772308516864,"shows solidarity rainbow belongs pride lgbt associate gay men sinc",0
1267632800968015872,"removed poll creating original object oc rainbow color scheme yo",0
1267301149406683136,"thought bone spurs acting hes running fast bunkerboy bunkerbaby",1
1267294685631877120,"reminder antifa anti fascist",1
1267802857560047616,"unicorn breeds put sparkle pasture",0
1267309335228678144,"officer throwing white power sign protest protests georgefloydprotests riot racism",1
1264976087995633664,"years abzan junk pile reputation formats commander",0
1267984261723774976,"noelia nfr unicornnfr turtle nfr reindeer neon bee adds",0
1266536619164737536,"cnn people morning arrested trump people cnn atlanta",1
1267285688162148352,"blm break full scale war antifa war eateachother",1
1267528380083081216,"nowplaying superbeast rob zombie",0
1267503252477743104,"alright good june nice zombie apocalypse sight",0
1267300929310732288,"thing trump run sunday brunch buffet mar lago cadetbonespurs bunkerboy",1
1267308645265661952,"semi driver involved murder attempt removed license plate didnt multiple roadblocks kn",1
1268009013192597504,"nyc nycprotests informed police safe retweet save",1
1267305101120671744,"bunkerboy trends recall trump claimed wouldve run parkland high school shooting",1
1267508555231498240,"theyre free",0
1267632129493602304,"rainbow dash made treat birthday pinkie pies",0
1267652994713227264,"investors react covid outbreak quarter investors faced remarkable",0
1267975238857474048,"change world true farce comical failedstate rainbow nation",0
1267630449787957248,"dislike",0
1268005828084326400,"families friends law enforcement videos coming nycprotests",1
1267296664659783680,"bunkerboy trending",1
1266536589544521728,"cnn deserves stone faced",1
1266537260129763328,"america actual offense amendment tv critic writes oma",1
1267985904087388160,"hahaha im zombie bitten oppa",0
1267582800942845952,"holy shit im playing apex guessed starting telltale zombie infested adve",0
1267454131532451840,"indoda endala mid izinto zabantwana sies",0
1267915765497376768,"claimed",0
1267304497648451584,"justice peace vidasnegrasimportam blacklivesmatter blacklivesmatters",1
1267513215908491264,"zombie cheney evil",0
1268016771874738176,"protesting blacklivesmatter",1
1266536974959206400,"wont breach security glass",1
1267618695108583424,"unicorn sharted face",0
1267519462929952768,"queen bee worth frn unicorn unicorn",0
1267993724757262336,"sue ramirez emphasizes importance staying fit healthy amid covid pandemic",0
1267599946825502720,"luwi happy birthday rainbow",0
1267654812281319424,"trump covid voteblue",0
1267308568610344960,"push guy ass fire blackvoicesheard cnn nwa police dobetter icantbreath blm",1
